ID,datetime,temperature,pressure,windspeed,Usage_kW,AC_DR_kW,Kitchen_kW,UPS_kW,LR_kW,AC_Dr_kW,AC_BR_kW,electricity_consumption
22773,2/4/2016 21:00,16.4,979,24,2.0051,0.0006,0.2102,0.3267,0.3688,0.0021,0.0004,390
22774,2/4/2016 22:00,17.1,961,2.39,2.0027,0.0006,0.2089,0.325,0.3679,0.0022,0.0004,405
22775,2/4/2016 23:00,17.9,973,3.88,1.9993,0.0006,0.2094,0.325,0.3671,0.0021,0.0004,402
22776,2/5/2016 0:00,14.3,974,6.935,2.0116,0.0006,0.2092,0.3346,0.3691,0.0022,0.0004,360
22777,2/5/2016 1:00,14.3,961,5.645,2.0076,0.0006,0.2082,0.3303,0.3694,0.0022,0.0004,222
22778,2/5/2016 2:00,15,964,11.33,1.9802,0.0006,0.208,0.3319,0.368,0.002,0.0004,240
22779,2/5/2016 3:00,15,964,3.755,1.9637,0.0006,0.208,0.3354,0.3522,0.0015,0.0004,222
22780,2/5/2016 4:00,12.9,980,2.765,1.9424,0.0006,0.2068,0.3386,0.3486,0.0014,0.0004,222
22781,2/5/2016 5:00,12.1,969,4.88,1.8916,0.0006,0.2062,0.3192,0.3488,0.0005,0.0003,246
22782,2/5/2016 6:00,14.3,982,2.515,1.8409,0.0006,0.206,0.3207,0.3476,0.0004,0.0003,255
22783,2/5/2016 7:00,12.1,962,2.405,1.7595,0.0006,0.2063,0.3164,0.347,0.0003,0.0003,252
22784,2/5/2016 8:00,15,973,2.265,1.7567,0.0006,0.2047,0.3161,0.3475,0.0004,0.0004,228
22785,2/5/2016 9:00,15,981,4.13,1.7581,0.0006,0.2057,0.3173,0.3479,0.0004,0.0003,237
22786,2/5/2016 10:00,17.1,976,8.01,1.7539,0.0006,0.2037,0.318,0.3464,0.0004,0.0003,246
22787,2/5/2016 11:00,15.7,975,3.04,1.7661,0.0006,0.2041,0.3334,0.3452,0.0005,0.0003,252
22788,2/5/2016 12:00,16.4,980,5.395,1.7876,0.0006,0.2038,0.3637,0.3446,0.0008,0.0005,234
22789,2/5/2016 13:00,17.9,976,8.79,1.7433,0.0006,0.2029,0.3673,0.3464,0.0009,0.0004,225
22790,2/5/2016 14:00,16.4,969,12.67,1.7442,0.0007,0.2032,0.3687,0.3466,0.0009,0.0005,213
22791,2/5/2016 15:00,16.4,969,20.47,1.7425,0.0007,0.2006,0.3687,0.3479,0.001,0.0004,210
22792,2/5/2016 16:00,15,974,28.245,1.7277,0.0006,0.2016,0.3662,0.3472,0.001,0.0004,201
22793,2/5/2016 17:00,12.9,981,31.39,1.7163,0.0007,0.2016,0.367,0.3464,0.0009,0.0004,192
22794,2/5/2016 18:00,12.9,973,36.435,1.632,0.0006,0.2013,0.307,0.3472,0.0005,0.0003,195
22795,2/5/2016 19:00,12.1,978,40.955,1.6274,0.0006,0.2016,0.3009,0.3475,0.0004,0.0003,231
22796,2/5/2016 20:00,12.9,962,43.96,1.6242,0.0006,0.2008,0.3005,0.3472,0.0004,0.0003,207
22797,2/5/2016 21:00,12.1,971,47.09,1.6195,0.0006,0.2002,0.3,0.346,0.0004,0.0003,222
22798,2/5/2016 22:00,12.1,969,49.345,1.6115,0.0006,0.1965,0.299,0.3454,0.0006,0.0003,216
22799,2/5/2016 23:00,11.4,966,53.225,1.6132,0.0006,0.2001,0.3011,0.3432,0.0004,0.0002,189
22800,2/6/2016 0:00,13.6,970,55.015,1.6178,0.0006,0.1998,0.3,0.3462,0.0004,0.0002,210
22801,2/6/2016 1:00,12.9,980,56.93,1.6178,0.0006,0.1992,0.3001,0.3458,0.0005,0.0002,210
22802,2/6/2016 2:00,11.4,978,2.79,1.5912,0.0006,0.1866,0.2987,0.3465,0.0009,0.0002,198
22803,2/6/2016 3:00,12.9,970,3.04,1.5298,0.0006,0.1703,0.2972,0.3431,0.0018,0.0003,198
22804,2/6/2016 4:00,13.6,964,4.555,1.4714,0.0006,0.1718,0.2941,0.3423,0.0032,0.0003,198
22805,2/6/2016 5:00,12.9,976,6.345,1.4716,0.0006,0.1734,0.2924,0.3448,0.003,0.0004,207
22806,2/6/2016 6:00,12.9,977,1.765,1.47,0.0006,0.1732,0.2919,0.345,0.003,0.0003,204
22807,2/6/2016 7:00,12.9,973,3.655,1.4572,0.0006,0.1724,0.2886,0.3435,0.0028,0.0004,222
22808,2/6/2016 8:00,13.6,974,2.665,1.4498,0.0006,0.1705,0.2878,0.3424,0.0029,0.0004,213
22809,2/6/2016 9:00,14.3,975,3.165,1.4492,0.0006,0.1709,0.2894,0.3424,0.0028,0.0003,243
22810,2/6/2016 10:00,16.4,963,2.765,1.4419,0.0006,0.1707,0.2854,0.3424,0.0027,0.0002,240
22811,2/6/2016 11:00,18.6,971,3.805,1.4378,0.0005,0.1703,0.2849,0.3408,0.0027,0.0003,210
22812,2/6/2016 12:00,18.6,961,4.38,1.4351,0.0006,0.1686,0.2848,0.3402,0.0028,0.0003,216
22813,2/6/2016 13:00,20,965,9.025,1.4528,0.0006,0.1694,0.2892,0.3426,0.0029,0.0003,213
22814,2/6/2016 14:00,20.7,971,5.005,1.4261,0.0005,0.1687,0.2861,0.2995,0.0025,0.0004,237
22815,2/6/2016 15:00,21.4,971,5.67,1.1049,0.0002,0.1678,0.2003,0.1417,0.0019,0.0003,204
22816,2/6/2016 16:00,21.4,977,10.44,1.0504,0.0001,0.1681,0.1566,0.1266,0.0028,0.0002,225
22817,2/6/2016 17:00,21.4,975,14.86,1.0346,0.0001,0.1677,0.1471,0.1231,0.0029,0.0001,240
22818,2/6/2016 18:00,17.9,959,20.28,1.022,0.0001,0.1671,0.1443,0.1208,0.0028,0.0001,237
22819,2/6/2016 19:00,17.1,965,24.675,1.02,0.0001,0.1669,0.1435,0.1199,0.0028,0.0001,258
22820,2/6/2016 20:00,17.9,976,2.015,1.0189,0.0001,0.1669,0.1431,0.12,0.003,0.0001,264
22821,2/6/2016 21:00,17.9,978,6.045,1.0925,0,0.1684,0.1426,0.1196,0.0031,0.0745,252
22822,2/6/2016 22:00,15,968,3.165,1.2776,0,0.1661,0.1381,0.1193,0.003,0.293,222
22823,2/6/2016 23:00,12.9,965,6.67,1.6472,0,0.1664,0.1376,0.1196,0.0026,0.6707,252
22824,2/7/2016 0:00,12.9,975,9.05,2.1159,0.0001,0.1656,0.1381,0.1202,0.0026,1.1406,222
22825,2/7/2016 1:00,10.7,963,13.945,2.316,0.0001,0.1658,0.1379,0.12,0.0027,1.3419,234
22826,2/7/2016 2:00,12.1,970,16.575,2.3672,0.0001,0.1654,0.14,0.12,0.0026,1.392,207
22827,2/7/2016 3:00,10,968,17.865,2.4603,0.0001,0.1653,0.138,0.1209,0.0024,1.4836,219
22828,2/7/2016 4:00,10.7,975,21.245,2.5898,0.0001,0.1651,0.1377,0.1198,0.0021,1.6191,228
22829,2/7/2016 5:00,10.7,969,25.64,2.4155,0.0001,0.165,0.1376,0.1196,0.0024,1.4538,198
22830,2/7/2016 6:00,12.9,980,27.055,2.3772,0.0001,0.165,0.138,0.1199,0.0024,1.4138,222
22831,2/7/2016 7:00,12.1,974,30.685,2.3742,0.0002,0.1643,0.1382,0.1202,0.0024,1.4114,201
22832,2/7/2016 8:00,14.3,962,31.85,2.3755,0.0001,0.1641,0.1379,0.1194,0.0024,1.4142,204
22833,2/7/2016 9:00,15.7,962,34.855,2.3729,0.0001,0.1641,0.1378,0.1186,0.0024,1.4135,207
22834,2/7/2016 10:00,18.6,967,2.665,2.3758,0.0002,0.164,0.138,0.1189,0.0024,1.4152,228
22835,2/7/2016 11:00,19.3,981,3.29,2.3937,0.0001,0.1641,0.1423,0.1241,0.0024,1.4142,225
22836,2/7/2016 12:00,18.6,965,4.755,2.4212,0,0.1648,0.144,0.1344,0.002,1.4068,234
22837,2/7/2016 13:00,22.1,980,3.29,2.421,0,0.1644,0.144,0.134,0.002,1.4091,216
22838,2/7/2016 14:00,22.1,963,6.545,2.375,0,0.1634,0.1447,0.1353,0.0019,1.3578,222
22839,2/7/2016 15:00,23.6,962,2.665,2.3675,0,0.1632,0.1446,0.1352,0.0018,1.3494,246
22840,2/7/2016 16:00,22.9,971,4.13,2.3189,0,0.1626,0.1443,0.1342,0.0018,1.3035,228
22841,2/7/2016 17:00,21.4,965,9.05,2.1969,0,0.1624,0.1439,0.1334,0.0017,1.1833,231
22842,2/7/2016 18:00,20.7,974,13.695,2.0897,0.0001,0.1629,0.144,0.1344,0.0018,1.072,234
22843,2/7/2016 19:00,18.6,962,16.715,1.9859,0,0.1624,0.144,0.1338,0.0017,0.9685,231
22844,2/7/2016 20:00,17.9,980,19.755,1.8905,0.0001,0.1627,0.1456,0.1342,0.0017,0.8692,252
22845,2/7/2016 21:00,15,974,19.77,1.7924,0.0001,0.1628,0.1454,0.1346,0.0017,0.7714,264
22846,2/7/2016 22:00,16.4,978,21.935,1.6986,0.0001,0.1628,0.1445,0.1352,0.0018,0.6774,276
22847,2/7/2016 23:00,15.7,968,23.85,1.612,0.0001,0.1623,0.1445,0.1357,0.0018,0.5898,240
22848,2/8/2016 0:00,14.3,967,2.665,1.5312,0.0002,0.1619,0.1448,0.1353,0.0017,0.5062,255
22849,2/8/2016 1:00,14.3,976,4.43,1.4785,0.0002,0.1614,0.1451,0.1353,0.0017,0.4535,300
22850,2/8/2016 2:00,13.6,975,1.515,1.427,0.0001,0.1616,0.1436,0.1336,0.0019,0.4121,294
22851,2/8/2016 3:00,12.1,971,4.18,1.3801,0.0001,0.1617,0.1422,0.1322,0.0021,0.3753,315
22852,2/8/2016 4:00,14.3,967,5.095,1.3391,0.0001,0.1619,0.1416,0.1313,0.0022,0.3386,264
22853,2/8/2016 5:00,14.3,979,7.26,1.2347,0.0001,0.0996,0.1407,0.1299,0.0007,0.3041,249
22854,2/8/2016 6:00,12.1,973,1.515,1.1348,0.0001,0.0293,0.1431,0.1299,0.0041,0.272,246
22855,2/8/2016 7:00,15,983,2.78,1.101,0.0001,0.0295,0.141,0.13,0.004,0.2399,252
22856,2/8/2016 8:00,14.3,982,5.895,1.0928,0.0001,0.0293,0.1409,0.1302,0.004,0.2318,240
22857,2/8/2016 9:00,15.7,984,2.39,1.1041,0.0001,0.0296,0.1423,0.1315,0.0042,0.2334,249
22858,2/8/2016 10:00,15.7,968,3.655,1.1491,0.0002,0.0449,0.1458,0.1379,0.0039,0.2344,270
22859,2/8/2016 11:00,17.9,969,4.42,1.2246,0.0002,0.1154,0.1463,0.1379,0.0005,0.2344,312
22860,2/8/2016 12:00,19.3,976,2.79,1.2639,0.0002,0.1524,0.1464,0.1383,0.0012,0.2348,306
22861,2/8/2016 13:00,19.3,967,4.58,1.29,0.0002,0.17,0.1454,0.1366,0.0021,0.2513,339
22862,2/8/2016 14:00,19.3,966,2.79,1.3164,0.0002,0.1685,0.1455,0.1366,0.002,0.2783,321
22863,2/8/2016 15:00,20.7,971,5.27,1.3194,0.0002,0.1666,0.1466,0.1369,0.0019,0.2788,351
22864,2/8/2016 16:00,20,982,9.04,1.3208,0.0002,0.1658,0.1484,0.1372,0.0018,0.2784,327
22865,2/8/2016 17:00,20.7,969,13.185,1.3172,0.0002,0.1651,0.1464,0.1378,0.0018,0.2781,333
22866,2/8/2016 18:00,20,974,16.565,1.3151,0.0002,0.1641,0.1461,0.138,0.0018,0.2777,288
22867,2/8/2016 19:00,18.6,966,17.73,1.3134,0.0002,0.1631,0.146,0.1378,0.0018,0.2782,300
22868,2/8/2016 20:00,17.9,966,19.52,1.3109,0.0002,0.1632,0.1459,0.1356,0.0018,0.279,303
22869,2/8/2016 21:00,16.4,986,1.765,1.3136,0.0002,0.1638,0.1459,0.1369,0.0018,0.279,312
22870,2/8/2016 22:00,17.1,983,2.915,1.3108,0.0002,0.1631,0.1455,0.1356,0.0017,0.2788,282
22871,2/8/2016 23:00,15.7,978,4.83,1.3093,0.0002,0.1622,0.1456,0.1361,0.0017,0.2783,276
22872,2/9/2016 0:00,15,974,2.265,1.3099,0.0002,0.1608,0.1459,0.1361,0.0016,0.2785,273
22873,2/9/2016 1:00,15.7,968,3.415,1.3131,0.0002,0.1615,0.1483,0.1365,0.0016,0.2785,273
22874,2/9/2016 2:00,15,972,4.58,1.3145,0.0002,0.1629,0.146,0.138,0.0018,0.278,276
22875,2/9/2016 3:00,15.7,967,7.835,1.3096,0.0002,0.1616,0.1457,0.1368,0.0017,0.2778,309
22876,2/9/2016 4:00,15.7,966,9.375,1.3099,0.0002,0.1618,0.1459,0.1368,0.0017,0.2782,354
22877,2/9/2016 5:00,15,979,1.64,1.3117,0.0002,0.1618,0.1459,0.137,0.0017,0.2793,399
22878,2/9/2016 6:00,14.3,980,2.415,1.3086,0.0002,0.1615,0.1457,0.1372,0.0017,0.2777,405
22879,2/9/2016 7:00,15.7,974,4.33,1.3066,0.0002,0.161,0.1457,0.1344,0.0016,0.2783,423
22880,2/9/2016 8:00,15.7,982,6.37,1.3057,0.0002,0.162,0.1455,0.1337,0.0017,0.2781,450
22881,2/9/2016 9:00,15,976,4.77,1.289,0.0002,0.146,0.1452,0.1351,0.001,0.2776,396
22882,2/9/2016 10:00,15,974,3.04,1.2791,0.0002,0.1348,0.1452,0.1354,0.0004,0.2777,390
22883,2/9/2016 11:00,17.9,986,6.295,1.2843,0.0002,0.132,0.1485,0.1372,0.0002,0.2779,426
22884,2/9/2016 12:00,17.1,977,9.925,1.2834,0.0002,0.1303,0.1466,0.1382,0.0001,0.2774,396
22885,2/9/2016 13:00,20,971,12.93,1.2832,0.0002,0.1298,0.1467,0.1383,0.0002,0.278,411
22886,2/9/2016 14:00,18.6,981,15.825,1.2807,0.0002,0.1279,0.1465,0.1379,0.0001,0.2784,402
22887,2/9/2016 15:00,17.1,969,20.345,1.2805,0.0002,0.1278,0.1466,0.1371,0,0.2787,369
22888,2/9/2016 16:00,18.6,964,23.225,1.356,0.0002,0.2021,0.1465,0.1376,0.0041,0.2791,321
22889,2/9/2016 17:00,15,981,2.515,1.3525,0.0002,0.2208,0.1461,0.1378,0.0052,0.258,258
22890,2/9/2016 18:00,12.9,969,5.795,1.333,0.0002,0.2212,0.1458,0.1376,0.0052,0.2393,228
22891,2/9/2016 19:00,15.7,971,10.315,1.3252,0.0002,0.2202,0.1455,0.137,0.0052,0.2343,258
22892,2/9/2016 20:00,12.9,976,4.13,1.3393,0.0002,0.2189,0.1466,0.1347,0.0051,0.2522,276
22893,2/9/2016 21:00,14.3,974,3.755,1.3642,0.0002,0.218,0.1465,0.1352,0.0051,0.2796,237
22894,2/9/2016 22:00,13.6,967,2.915,1.3636,0.0002,0.2175,0.1452,0.1356,0.005,0.2807,270
22895,2/9/2016 23:00,13.6,968,4.455,1.3589,0.0002,0.2167,0.1451,0.1339,0.005,0.28,261
22896,2/10/2016 0:00,15,982,8.975,0.3684,0,0.0586,0.0393,0.0368,0.0014,0.0756,237
22897,2/10/2016 1:00,12.9,972,11.355,0.6078,0.0001,0.0967,0.0649,0.0607,0.0022,0.1248,252
22898,2/10/2016 2:00,14.3,975,14.86,0.4368,0.0001,0.01,0.1362,0.0495,0.0014,0.0246,252
22899,2/10/2016 3:00,12.1,972,18.365,1.1082,0.0003,0.0289,0.3208,0.1389,0.0043,0.0086,270
22900,2/10/2016 4:00,12.1,971,19.53,0.9873,0.0003,0.0286,0.1984,0.1397,0.0045,0.0109,231
22901,2/10/2016 5:00,12.1,977,21.445,1.0303,0.0002,0.1083,0.1509,0.1382,0.0007,0.0314,219
22902,2/10/2016 6:00,14.3,971,23.86,1.2776,0.0002,0.1307,0.1467,0.1381,0.0005,0.2689,216
22903,2/10/2016 7:00,13.6,965,25.525,1.3549,0.0001,0.1953,0.1466,0.1377,0.0031,0.2815,228
22904,2/10/2016 8:00,12.9,980,26.69,1.3614,0.0001,0.2008,0.148,0.1366,0.0034,0.2824,246
22905,2/10/2016 9:00,12.9,966,30.32,1.3471,0.0001,0.1859,0.1478,0.1368,0.0028,0.2828,255
22906,2/10/2016 10:00,13.6,983,32.825,1.3735,0.0002,0.1794,0.1472,0.1362,0.0024,0.3169,243
22907,2/10/2016 11:00,16.4,967,36.955,1.3986,0.0002,0.169,0.1473,0.1388,0.0019,0.3475,267
22908,2/10/2016 12:00,15.7,972,40.085,1.426,0.0002,0.1669,0.1478,0.138,0.0017,0.3764,249
22909,2/10/2016 13:00,16.4,983,42.465,1.4223,0.0002,0.1641,0.1473,0.138,0.0016,0.377,261
22910,2/10/2016 14:00,15.7,974,46.485,1.4195,0.0002,0.1627,0.1472,0.1386,0.0016,0.3759,264
22911,2/10/2016 15:00,18.6,980,50.88,1.4173,0.0001,0.162,0.1469,0.1385,0.0016,0.3758,234
22912,2/10/2016 16:00,16.4,979,53.51,1.4139,0.0001,0.1603,0.1468,0.138,0.0015,0.3765,249
22913,2/10/2016 17:00,16.4,982,57.015,1.4063,0.0001,0.1528,0.1465,0.1374,0.0012,0.3792,237
22914,2/10/2016 18:00,16.4,977,61.285,1.4118,0.0001,0.1578,0.1486,0.1366,0.0014,0.3804,246
22915,2/10/2016 19:00,16.4,965,63.915,1.4072,0.0001,0.1563,0.1464,0.1353,0.0014,0.381,252
22916,2/10/2016 20:00,15,966,66.795,1.4135,0.0001,0.1558,0.147,0.1372,0.0013,0.381,258
22917,2/10/2016 21:00,15,968,2.265,1.4132,0.0002,0.1547,0.1471,0.1381,0.0012,0.3786,276
22918,2/10/2016 22:00,14.3,975,3.665,1.3882,0.0002,0.1532,0.1483,0.1398,0.001,0.3461,246
22919,2/10/2016 23:00,15,979,3.805,1.3535,0.0002,0.1517,0.1486,0.1394,0.001,0.3133,276
22920,2/11/2016 0:00,14.3,967,4.32,1.3247,0.0002,0.155,0.1486,0.14,0.0011,0.2805,267
22921,2/11/2016 1:00,13.6,984,6.61,1.2824,0.0002,0.1543,0.1486,0.1406,0.0012,0.2383,273
22922,2/11/2016 2:00,13.6,974,7.775,1.1976,0.0002,0.0765,0.1481,0.1401,0.0026,0.2348,309
22923,2/11/2016 3:00,13.6,978,10.905,1.1621,0.0002,0.0266,0.1493,0.1403,0.0051,0.2466,300
22924,2/11/2016 4:00,12.9,969,13.945,1.1991,0.0002,0.0266,0.151,0.1406,0.0051,0.2802,270
22925,2/11/2016 5:00,14.3,970,13.96,1.1989,0.0002,0.0266,0.1493,0.1408,0.0051,0.2804,246
22926,2/11/2016 6:00,13.6,983,16.5,1.1962,0.0002,0.0266,0.1491,0.1405,0.0051,0.28,261
22927,2/11/2016 7:00,14.3,982,17.29,1.1969,0.0002,0.0266,0.149,0.1401,0.0051,0.2803,291
22928,2/11/2016 8:00,14.3,984,1.89,1.1988,0.0002,0.0266,0.1493,0.1416,0.0052,0.2784,273
22929,2/11/2016 9:00,15.7,970,2.53,1.1562,0.0002,0.0266,0.1489,0.1413,0.0051,0.238,267
22930,2/11/2016 10:00,17.1,978,3.795,1.1527,0.0002,0.0266,0.149,0.1411,0.0051,0.235,285
22931,2/11/2016 11:00,17.9,976,5.185,1.1859,0.0002,0.0266,0.1489,0.141,0.0052,0.2686,273
22932,2/11/2016 12:00,17.1,971,5.075,1.197,0.0002,0.0266,0.1489,0.1408,0.0051,0.2802,282
22933,2/11/2016 13:00,19.3,983,2.79,1.1942,0.0002,0.0265,0.15,0.1396,0.0051,0.2798,276
22934,2/11/2016 14:00,18.6,975,5.08,1.1898,0.0002,0.0264,0.149,0.1388,0.005,0.2803,273
22935,2/11/2016 15:00,18.6,966,7.835,1.1867,0.0002,0.0265,0.1475,0.1384,0.005,0.2803,294
22936,2/11/2016 16:00,20,970,11.73,1.1829,0.0002,0.0264,0.1473,0.1376,0.005,0.2778,276
22937,2/11/2016 17:00,18.6,972,16.5,1.1444,0.0002,0.0264,0.1474,0.1388,0.0049,0.2383,297
22938,2/11/2016 18:00,17.1,968,19.505,1.1375,0.0002,0.0264,0.1471,0.1385,0.0049,0.2344,315
22939,2/11/2016 19:00,16.4,970,22.635,1.1542,0.0002,0.0263,0.1471,0.1379,0.005,0.2527,291
22940,2/11/2016 20:00,16.4,980,22.9,1.1785,0.0002,0.0263,0.1471,0.1366,0.005,0.2784,312
22941,2/11/2016 21:00,15,977,3.29,1.2077,0.0002,0.0538,0.1467,0.1376,0.0037,0.2791,288
22942,2/11/2016 22:00,16.4,971,5.005,1.2622,0.0001,0.1104,0.1464,0.1363,0.0008,0.2796,309
22943,2/11/2016 23:00,13.6,979,12.18,1.2838,0.0002,0.1288,0.1487,0.1372,0,0.2804,240
22944,2/12/2016 0:00,12.1,968,4.13,1.2844,0.0002,0.1343,0.1467,0.1369,0.0003,0.2774,234
22945,2/12/2016 1:00,12.1,984,6.885,1.2482,0.0002,0.1362,0.1466,0.1381,0.0005,0.2371,270
22946,2/12/2016 2:00,12.9,981,1.64,1.2467,0.0002,0.1366,0.1464,0.1377,0.0004,0.2348,264
22947,2/12/2016 3:00,12.9,975,3.155,1.2491,0.0002,0.1369,0.1467,0.1383,0.0005,0.235,240
22948,2/12/2016 4:00,14.3,971,4.755,1.2519,0.0002,0.1368,0.1468,0.1391,0.0004,0.2361,240
22949,2/12/2016 5:00,15,977,2.415,1.2548,0.0002,0.1386,0.1472,0.1391,0.0005,0.2355,234
22950,2/12/2016 6:00,14.3,970,2.765,1.256,0.0002,0.1386,0.1475,0.1388,0.0004,0.2352,264
22951,2/12/2016 7:00,12.9,976,1.765,1.2579,0.0002,0.1388,0.1481,0.1392,0.0004,0.2352,240
22952,2/12/2016 8:00,15.7,970,2.665,1.2594,0.0002,0.1389,0.1482,0.1402,0.0005,0.2346,210
22953,2/12/2016 9:00,16.4,969,2.015,1.2653,0.0002,0.1394,0.151,0.1401,0.0004,0.2364,228
22954,2/12/2016 10:00,16.4,972,3.665,1.2602,0.0002,0.1393,0.1481,0.1398,0.0004,0.2352,252
22955,2/12/2016 11:00,17.9,981,4.455,1.2578,0.0002,0.1391,0.1481,0.1382,0.0005,0.2352,258
22956,2/12/2016 12:00,18.6,974,6.87,1.2579,0.0002,0.1393,0.1481,0.1392,0.0005,0.2346,270
22957,2/12/2016 13:00,19.3,976,7.785,1.2589,0.0002,0.1404,0.1482,0.1388,0.0005,0.2344,261
22958,2/12/2016 14:00,18.6,964,12.43,1.2625,0.0002,0.1403,0.1484,0.1399,0.0005,0.2346,234
22959,2/12/2016 15:00,20,976,16.575,1.2603,0.0002,0.1374,0.1482,0.1399,0.0003,0.2355,243
22960,2/12/2016 16:00,17.9,973,21.12,1.2559,0.0002,0.1349,0.1477,0.1393,0.0002,0.235,276
22961,2/12/2016 17:00,20,976,25.765,1.2539,0.0002,0.1326,0.1477,0.1396,0.0001,0.2349,282
22962,2/12/2016 18:00,17.1,978,27.895,1.2551,0.0002,0.1313,0.1484,0.1398,0,0.2356,273
22963,2/12/2016 19:00,17.9,964,32.025,1.2586,0.0002,0.1314,0.1506,0.1399,0,0.2357,270
22964,2/12/2016 20:00,15.7,974,34.905,1.2559,0.0002,0.1304,0.1488,0.1402,0,0.2359,303
22965,2/12/2016 21:00,17.9,971,37.785,1.2589,0.0002,0.1301,0.1494,0.1408,0.0001,0.2351,294
22966,2/12/2016 22:00,17.1,975,40.79,1.2602,0.0002,0.1286,0.1498,0.1414,0.0002,0.2349,294
22967,2/12/2016 23:00,15.7,983,42.33,1.2602,0.0003,0.1281,0.1494,0.1417,0.0002,0.235,258
22968,2/13/2016 0:00,16.4,976,44.12,1.2589,0.0002,0.1279,0.1496,0.1417,0.0002,0.2348,258
22969,2/13/2016 1:00,15,966,46.41,1.261,0.0002,0.1276,0.1498,0.1418,0.0003,0.2351,258
22970,2/13/2016 2:00,15.7,968,47.7,1.264,0.0002,0.1271,0.1499,0.1426,0.0004,0.2356,264
22971,2/13/2016 3:00,16.4,963,49.365,1.2678,0.0002,0.1278,0.1504,0.143,0.0004,0.2366,270
22972,2/13/2016 4:00,15,977,51.78,1.2681,0.0002,0.1261,0.1526,0.1432,0.0004,0.2364,258
22973,2/13/2016 5:00,15,966,1.64,1.2705,0.0002,0.1263,0.1517,0.1436,0.0004,0.236,264
22974,2/13/2016 6:00,15,977,3.04,1.2695,0.0002,0.1256,0.1512,0.1436,0.0005,0.2364,294
22975,2/13/2016 7:00,15.7,971,2.14,1.2726,0.0002,0.1258,0.1514,0.1439,0.0005,0.2368,294
22976,2/13/2016 8:00,17.1,968,2.78,1.2753,0.0003,0.1252,0.1516,0.1444,0.0005,0.2366,267
22977,2/13/2016 9:00,16.4,973,3.545,1.254,0.0002,0.1035,0.1514,0.1443,0.0016,0.2369,276
22978,2/13/2016 10:00,17.9,980,5.435,1.1832,0.0002,0.0281,0.1519,0.1453,0.0054,0.2354,306
22979,2/13/2016 11:00,18.6,974,2.415,1.1821,0.0003,0.0273,0.152,0.1453,0.0054,0.2346,300
22980,2/13/2016 12:00,19.3,965,5.33,1.1758,0.0003,0.0273,0.1518,0.1448,0.0053,0.2316,285
22981,2/13/2016 13:00,18.6,977,7.245,1.1719,0.0003,0.0271,0.1514,0.1444,0.0054,0.231,282
22982,2/13/2016 14:00,18.6,972,9.25,1.1791,0.0003,0.0271,0.1542,0.1449,0.0053,0.2332,309
22983,2/13/2016 15:00,17.9,979,12.63,1.1769,0.0003,0.0272,0.1522,0.1451,0.0053,0.233,318
22984,2/13/2016 16:00,18.6,981,16.01,1.1701,0.0002,0.0271,0.1518,0.1443,0.0053,0.2301,309
22985,2/13/2016 17:00,18.6,972,19.14,1.1687,0.0002,0.027,0.1515,0.1438,0.0052,0.231,318
22986,2/13/2016 18:00,19.3,977,20.93,1.167,0.0003,0.027,0.1512,0.144,0.0052,0.2296,339
22987,2/13/2016 19:00,17.1,973,23.095,1.0459,0,0.0275,0.1514,0.144,0.0024,0.2292,348
22988,2/13/2016 20:00,17.9,963,25.01,1.0227,0.0001,0.0294,0.151,0.1439,0.0017,0.2277,372
22989,2/13/2016 21:00,16.4,979,26.675,1.0217,0.0001,0.0271,0.1509,0.1439,0.0018,0.2292,369
22990,2/13/2016 22:00,15.7,971,28.465,1.0199,0,0.0271,0.1507,0.1437,0.0018,0.2287,381
22991,2/13/2016 23:00,17.9,962,30.005,1.023,0.0001,0.0272,0.1514,0.1443,0.0018,0.2288,360
22992,2/14/2016 0:00,15.7,980,32.76,1.0281,0.0001,0.0272,0.153,0.1448,0.0018,0.2293,408
22993,2/14/2016 1:00,15,969,38.82,1.0345,0.0001,0.0274,0.1541,0.1457,0.0019,0.2297,261
22994,2/14/2016 2:00,15.7,973,41.95,1.1504,0.0001,0.0274,0.1531,0.1458,0.0045,0.2294,255
22995,2/14/2016 3:00,15,965,43.365,1.1833,0.0002,0.0274,0.1529,0.1462,0.0054,0.2311,261
22996,2/14/2016 4:00,13.6,958,2.39,1.1833,0.0002,0.0275,0.1535,0.1461,0.0054,0.2278,276
22997,2/14/2016 5:00,14.3,968,2.915,1.1893,0.0002,0.0276,0.1538,0.1477,0.0054,0.2284,246
22998,2/14/2016 6:00,14.3,965,2.39,1.2163,0.0002,0.0592,0.1536,0.147,0.0039,0.2266,264
22999,2/14/2016 7:00,15,966,3.53,1.2643,0.0002,0.1114,0.1534,0.1462,0.0012,0.2248,276
23000,2/14/2016 8:00,14.3,968,3.04,1.2828,0.0002,0.1292,0.1531,0.1461,0.0005,0.2248,270
23001,2/14/2016 9:00,14.3,969,5.455,1.2858,0.0002,0.1342,0.1532,0.1453,0.0002,0.2236,300
23002,2/14/2016 10:00,17.1,973,1.765,1.2897,0.0002,0.1352,0.1535,0.1463,0.0002,0.223,300
23003,2/14/2016 11:00,15.7,969,2.655,1.2906,0.0002,0.136,0.156,0.147,0.0001,0.2225,303
23004,2/14/2016 12:00,16.4,977,4.045,1.2887,0.0002,0.1364,0.1537,0.1464,0.0001,0.2223,306
